State,Cycle,District,StateDistrict,FEC_ID,Cand_Name,Gen_Votes,Gen_Vote_Pct,Winner,PartyName,Party,Incumbent,PresYear,PartyInPres,TotDistVotes,TotDistDisb,TotDisb,CandinDist
AZ,2014,6,AZ-6,H2AZ05132,"Williamson, W. John",70198,0.3514,0,Democrat,0,0,0,1,199776,1130264.10,10370.25,2
CT,2006,1,CT-1,H8CT01046,"Larson, John B.",154539,0.7444,1,Democrat,0,1,0,0,207592,953975.50,953975.50,1
CT,2004,1,CT-1,H8CT01046,"Larson, John B.",198802,0.7298,1,Democrat,0,1,1,0,272403,604523.46,604523.46,1
MI,2012,11 - FULL TERM,MI-11 - FULL TERM,H2MI11216,"Johnson, Daniel",3251,0.0091,0,Other,4,0,1,0,358139,1296381.21,11774.00,3
CA,2004,5,CA-5,H4CA05232,"Driscoll, Pat",6593,0.0341,0,Green,3,0,1,0,193387,1156417.28,10484.37,2
CA,2012,20,CA-20,H8CA17089,"Taylor, Jeff",60566,0.2593,0,Republican,1,0,1,0,233562,733822.59,6616.61,2
CA,2012,29,CA-29,H2CA28097,"Hernandez, David R. ",38994,0.2595,0,Other,4,0,1,0,150281,716236.98,6440.00,2
WI,2004,6,WI-6,H4WI06022,"Hall, Jef ",107209,0.3012,0,Democrat,0,0,1,0,355995,482879.97,4333.00,2
IN,2006,1,IN-1,H8IN01096,"Leyva, Mark J.",40146,0.2683,0,Republican,1,0,0,1,149607,1218912.31,10899.00,2
IL,2010,10,IL-10,H6IL10119,"Seals, Daniel J.",105290,0.4892,0,Democrat,0,0,0,1,215232,5845825.06,2941993.95,2
NY,2012,15,NY-15,H0NY18065,"Serrano, Jose E.",150243,0.9563,1,Democrat,0,1,1,1,157115,209532.08,209532.08,1
CT,2016,4,CT-4,H8CT04172,"Himes, Jim",187811,0.5990,1,Democrat,0,1,1,1,313540,1467027.07,1144648.03,2
CA,2004,44,CA-44,H2CA44128,"Vandenberg, Louis ",78796,0.3500,0,Democrat,0,0,1,0,225123,693670.28,6198.36,2
FL,2014,4,FL-4,H0FL04116,"Koniz, Gary L.",13690,0.0602,0,Other,4,0,0,0,227253,1679337.52,15000.00,4
WA,2014,2,WA-2,H4WA02157,"Guillot, B.J. ",79518,0.3943,0,Republican,1,0,0,0,201691,1122262.49,9984.99,2
FL,2012,12,FL-12,H4FL05032,"Russell, John ",6878,0.0208,0,Other,4,0,1,0,330167,978730.49,8698.00,4
AL,2010,3,AL-3,H0AL03184,"Segrest, Steve",80204,0.4048,0,Democrat,0,0,0,1,198139,988240.74,8750.00,2
TX,2012,9,TX-9,H0TX09143,"Mueller, Steve",36139,0.1969,0,Republican,1,0,1,0,183566,455390.11,4009.33,2
CA,2006,10,CA-10,H6CA10138,"Linn, Darcy",66069,0.3354,0,Republican,1,0,0,1,196978,843321.69,7366.00,3
FL,2010,6,FL-6,H8FL06056,"Stearns, Clifford B. ""Cliff""",179349,0.7146,1,Republican,1,1,0,0,250981,925537.78,917485.78,2
FL,2008,6,FL-6,H8FL06056,"Stearns, Clifford B. (Cliff)",228302,0.6089,1,Republican,1,1,1,0,374957,1039538.16,789781.22,2
FL,2006,6,FL-6,H8FL06056,"Stearns, Clifford (Cliff) B.",136601,0.5988,1,Republican,1,1,0,1,228129,594784.72,455536.53,2
FL,2004,6,FL-6,H8FL06056,"Stearns, Clifford (Cliff) B.",211137,0.6440,1,Republican,1,1,1,1,327853,407394.12,283339.25,2
FL,2010,6,FL-6,H0FL06079,"Schonberg, Steve",71632,0.2854,0,Other,4,0,0,0,250981,925537.78,8052.00,2
VA,2010,3,VA-3,H0VA03108,"Quigley, James J.",2383,0.0145,0,Libertarian,2,0,0,0,163900,538710.30,4683.00,3
TX,2012,30,TX-30,H2TX30095,"Washington, Travis, Jr.",41222,0.1900,0,Republican,1,0,1,0,217014,890008.45,7705.00,2
IL,2012,5,IL-5,H2IL05183,"Wade, Nancy",15359,0.0568,0,Green,3,0,1,0,270377,709853.55,6124.00,2
MO,2010,6,MO-6,H0MO06149,"Hylton, Clint",67762,0.3054,0,Democrat,0,0,0,1,221912,1097767.34,9440.60,3
CO,2012,3,CO-3,H2CO03146,"Casida, Tisha T.",11125,0.0320,0,Other,4,0,1,0,347574,4214408.92,36200.00,4
IL,2012,13,IL-13,H2IL13138,"Hartman, John ",21319,0.0724,0,Other,4,0,1,0,294385,2729031.50,23417.43,3
SC,2010,1,SC-1,H0SC01345,"Groce, Rob",4148,0.0177,0,Other,4,0,0,0,233695,1170127.22,9973.22,4
KY,2014,3,KY-3,H4KY03244,"Puccetti, Gregory Peter",2318,0.0094,0,Other,4,0,0,0,247355,1018163.03,8631.82,3
MD,2006,6,MD-6,H6MD06154,"Kozak, Robert E.",6095,0.0255,0,Green,3,0,0,0,239453,638047.24,5406.37,3
FL,2010,15,FL-15,H8FL15107,"Posey, Bill",157079,0.6473,1,Republican,1,1,0,0,242674,1058269.51,1027998.78,2
FL,2008,15,FL-15,H8FL15107,"Posey, Bill",192151,0.5310,1,Republican,1,0,1,0,361871,1068430.40,909260.91,4
FL,2014,8,FL-8,H8FL15107,"Posey, Bill",180728,0.6584,1,Republican,1,1,0,0,274513,1149054.40,1042652.48,2
FL,2012,8,FL-8,H8FL15107,"Posey, Bill ",205432,0.5888,1,Republican,1,1,1,0,348909,938305.92,900121.53,3
FL,2016,8,FL-8,H8FL15107,"Posey, Bill ",246483,0.6311,1,Republican,1,1,1,0,390561,848724.12,772848.12,3
NJ,2012,1,NJ-1,H2NJ01104,"Horton, Gregory W.",92459,0.2997,0,Republican,1,0,1,0,308519,1462285.64,12339.00,2
FL,2008,16,FL-16,H8FL16022,"Rooney, Tom",209874,0.6009,1,Republican,1,0,1,0,349247,4935725.62,1819265.87,2
FL,2010,16,FL-16,H8FL16022,"Rooney, Tom",162285,0.6685,1,Republican,1,1,0,0,242763,1100366.91,1013780.39,2
FL,2012,17,FL-17,H8FL16022,"Rooney, Tom",165488,0.5863,1,Republican,1,1,1,0,282266,1115077.21,1092225.21,2
FL,2016,17,FL-17,H8FL16022,"Rooney, Tom",209348,0.6181,1,Republican,1,1,1,0,338675,1075890.17,918536.35,3
FL,2014,17,FL-17,H8FL16022,"Rooney, Tom",141493,0.6324,1,Republican,1,1,0,0,223756,693910.97,669303.60,2
CA,2010,31,CA-31,H0CA31111,"Smith, Stephen C.",14740,0.1618,0,Republican,1,0,0,0,91106,1713916.35,14451.72,2
CA,2014,28,CA-28,H4CA28077,"Stokes, Steve",28268,0.2350,0,Other,4,0,0,0,120264,878905.40,7410.55,2
NY,2008,16,NY-16,H0NY18065,"Serrano, Jose E.",123312,0.9365,1,Democrat,0,1,1,1,131669,386738.89,386738.89,1
TN,2010,8,TN-8,H0TN08238,"Janes, Donn ",2440,0.0146,0,Other,4,0,0,0,167405,5498507.89,46252.50,5
MD,2010,4,MD-4,H8MD04155,"Broadus, Robert",31467,0.1639,0,Republican,1,0,0,0,192020,681563.95,5724.00,2
CA,2016,35,CA-35,H6CA35127,"Fischella, Tyler",47309,0.2761,0,Republican,1,0,1,0,171353,447268.72,3747.65,2
KY,2010,2,KY-2,H0KY02087,"Marksberry, Ed",73749,0.3211,0,Democrat,0,0,0,1,229655,991816.94,8255.57,2
NY,2010,16,NY-16,H0NY18065,"Serrano, Jose E.",58478,0.9075,1,Democrat,0,1,0,1,64438,385796.23,385796.23,1
CA,2006,6,CA-6,H6CA06185,"Hooper, Todd",64405,0.2611,0,Republican,1,0,0,1,246628,1462017.66,12156.00,3
TX,2012,24,TX-24,H2TX24122,"Rusk, Tim",87645,0.3600,0,Democrat,0,0,1,1,243489,748428.89,6176.46,2
WA,2012,3,WA-3,H2WA03076,"Haugen, Jon T.",116438,0.3962,0,Democrat,0,0,1,1,293884,1636616.40,13480.00,2
AZ,2016,6,AZ-6,H2AZ05132,"Williamson, W. John",122866,0.3787,0,Democrat,0,0,1,1,324444,813444.53,6623.91,2
FL,2012,26,FL-26,H8FL25015,"Garcia, Joe",135694,0.5364,1,Democrat,0,0,1,1,252957,1830492.20,1162567.84,4
NY,2008,5,NY-5,H8NY05099,"Berney, Elizabeth",43039,0.2711,0,Republican,1,0,1,0,158778,3009899.81,24369.23,3
VA,2014,8,VA-8,H4VA08265,"Carson, Jeffrey S.",4409,0.0217,0,Libertarian,2,0,0,0,203076,2957825.12,23937.15,4
AZ,2006,1,AZ-1,H6AZ01165,"Schlosser, David",9802,0.0480,0,Libertarian,2,0,0,0,204139,3792067.28,30630.08,3
MN,2010,7,MN-7,H0MN07034,"Menze, Glen R.",7839,0.0325,0,Other,4,0,0,0,241097,1729811.40,13965.00,4
MS,2014,4,MS-4,H4MS04148,"Robinson, Joey",3473,0.0223,0,Libertarian,2,0,0,0,155576,1190277.07,9580.86,2
MN,2010,1,MN-1,H0MN01060,"Wilson, Steven",13242,0.0534,0,Other,4,0,0,0,248005,3148198.80,25092.11,4
NJ,2008,6,NJ-6,H8NJ06142,"McLeod, Robert E.",77469,0.3161,0,Republican,1,0,1,0,245077,1554871.39,12364.00,2
TX,2012,8,TX-8,H2TX08083,"Burns, Neil",51051,0.2033,0,Democrat,0,0,1,1,251052,1368598.19,10871.38,3
GA,2010,10,GA-10,H8GA10049,"Broun, Paul",138062,0.6736,1,Republican,1,1,0,0,204967,2197659.17,1979581.06,2
GA,2008,10,GA-10,H8GA10049,"Broun, Paul",177265,0.6073,1,Republican,1,1,1,0,291903,1994404.03,1865507.80,2
GA,2012,10,GA-10,H8GA10049,"Broun, Paul C.",211065,0.9981,1,Republican,1,1,1,0,211466,1295800.79,1295800.79,1
MO,2012,1,MO-1,H0MO01132,"Hamlin, Robyn",60832,0.1786,0,Republican,1,0,1,0,340583,999764.83,7907.79,2
NV,2008,1,NV-1,H6NV01158,"Wegner, Kenneth",64837,0.2832,0,Republican,1,0,1,0,228922,2000862.82,15795.00,2
NY,2010,28,NY-28,H0NY28122,"Rowland, Jill A. ",45630,0.2889,0,Republican,1,0,0,0,157947,2571573.27,20298.00,2
IA,2012,1,IA-1,H2IA01071,"Krail, George Todd, II",931,0.0024,0,Other,4,0,1,0,390849,1088368.78,8584.38,2
OH,2006,7,OH-7,H6OH07101,"Conner, William R.",89579,0.3938,0,Democrat,0,0,0,0,227478,2174974.64,17120.40,2
OH,2010,6,OH-6,H0OH06197,"Cadle, Richard E.",5077,0.0247,0,Other,4,0,0,0,205575,1919921.93,15039.00,3
VA,2006,6,VA-6,H6VA06116,"Peery, Andre D.",24731,0.1212,0,Other,4,0,0,0,203995,1040268.13,8140.39,3
MI,2008,15,MI-15,H8MI15099,"Lynch, John J.",81802,0.2495,0,Republican,1,0,1,0,327827,2542054.18,19870.00,2
TX,2012,12,TX-12,H2TX33107,"Robinson, Dave",66080,0.2668,0,Democrat,0,0,1,1,247712,1380296.32,10784.00,2
OH,2010,3,OH-3,H0OH03079,"Roberts, Joe #",71455,0.3189,0,Democrat,0,0,0,1,224084,790435.08,6170.00,2
FL,2010,14,FL-14,H0FL14073,"St. Claire, William Maverick",11825,0.0430,0,Other,4,0,0,0,274691,1128374.25,8747.79,3
ID,2008,1,ID-1,H8ID01090,"Minnick, Walt",175898,0.5061,1,Democrat,0,0,1,1,347585,3818500.06,2649957.54,2
MS,2012,2,MS-2,H2MS02138,"Williams, Cobby Mondale",4605,0.0144,0,Other,4,0,1,0,320244,1805087.20,13988.50,3
ID,2010,2,ID-2,H8ID02064,"Simpson, Mike",137468,0.6883,1,Republican,1,1,0,0,199717,856510.90,854315.90,2
ID,2008,2,ID-2,H8ID02064,"Simpson, Mike",205777,0.7089,1,Republican,1,1,1,0,290267,666200.90,649434.42,2
ID,2006,2,ID-2,H8ID02064,"Simpson, Mike",132262,0.6200,1,Republican,1,1,0,1,213332,734281.26,571636.83,2
ID,2004,2,ID-2,H8ID02064,"Simpson, Mike",193704,0.7074,1,Republican,1,1,1,1,273837,566298.81,498087.28,2
ID,2014,2,ID-2,H8ID02064,"Simpson, Mike",131492,0.6136,1,Republican,1,1,0,0,214293,2576201.55,2462427.92,2
ID,2016,2,ID-2,H8ID02064,"Simpson, Mike ",205292,0.6293,1,Republican,1,1,1,0,326237,934505.21,933105.89,2
FL,2004,22,FL-22,H4FL22078,"Rorapaugh, Robin",108258,0.3529,0,Democrat,0,0,1,0,306726,1268114.97,9800.00,3
TX,2014,6,TX-6,H0TX06065,"Cozad, David E.",55027,0.3644,0,Democrat,0,0,0,1,150996,1672902.11,12826.87,3
TX,2004,23,TX-23,H6TX21095,"Sullivan, Joe",72480,0.2940,0,Democrat,0,0,1,0,246503,1221058.02,9335.55,2
PA,2008,16,PA-16,H6PA16288,"Murphy, John A.",11768,0.0386,0,Other,4,0,1,0,305167,719500.80,5487.56,3
IL,2016,5,IL-5,H6IL05168,"Kolber, Vince",86222,0.2748,0,Republican,1,0,1,0,313724,835900.64,6353.00,2
FL,2008,13,FL-13,H2FL13139,"Schneider, Jan",20289,0.0551,0,Other,4,0,1,0,367996,6615909.76,50214.37,4
IL,2010,9,IL-9,H8IL09067,"Schakowsky, Janice D.",117553,0.6634,1,Democrat,0,1,0,1,177207,2336950.30,1633677.84,2
IL,2008,9,IL-9,H8IL09067,"Schakowsky, Janice D.",181948,0.7466,1,Democrat,0,1,1,1,243694,1234415.16,1227729.16,2
IL,2006,9,IL-9,H8IL09067,"Schakowsky, Janice D.",122852,0.7459,1,Democrat,0,1,0,0,164713,1134768.96,1134768.96,1
IL,2004,9,IL-9,H8IL09067,"Schakowsky, Janice D.",175282,0.7574,1,Democrat,0,1,1,0,231417,1071589.18,1068964.79,2
IL,2012,9,IL-9,H8IL09067,"Schakowsky, Janice D.",194869,0.6633,1,Democrat,0,1,1,1,293807,1401559.10,1338067.35,2
IL,2014,9,IL-9,H8IL09067,"Schakowsky, Janice D.",141000,0.6606,1,Democrat,0,1,0,1,213450,1327080.70,1327080.70,1
IL,2016,9,IL-9,H8IL09067,"Schakowsky, Janice D",217306,0.6647,1,Democrat,0,1,1,1,326948,1525735.39,1307371.56,3
MI,2006,14,MI-14,H6MI14187,"Miles, Chad",27367,0.1470,0,Republican,1,0,0,1,186122,920487.70,6963.00,2
AK,2014,0,AK-0,H2AK00143,"McDermott, Jim C.",21290,0.0761,0,Libertarian,2,0,0,0,279741,1047005.03,7877.00,3
NJ,2014,9,NJ-9,H4NJ09111,"Paul, Dierdre G.",36246,0.3009,0,Republican,1,0,0,0,120459,1176713.85,8823.00,3
NY,2014,15,NY-15,H0NY18065,"Serrano, Jose E.",53128,0.9393,1,Democrat,0,1,0,1,56563,165918.83,165918.83,1
VA,2008,6,VA-6,H8VA06062,"Allen, Janice Lee",5413,0.0173,0,Other,4,0,1,0,312392,2397396.98,17920.00,3
MN,2006,5,MN-5,H4MN05063,"Pond, Jay",4792,0.0196,0,Green,3,0,0,0,244905,1220258.89,9103.00,4
IN,2014,5,IN-5,H4IN05153,"Krom, John",6407,0.0397,0,Libertarian,2,0,0,0,161440,1029902.73,7678.00,3
NY,2006,16,NY-16,H0NY18065,"Serrano, Jose E. ",53179,0.9031,1,Democrat,0,1,0,0,58883,314384.80,314384.80,1
IL,2010,13,IL-13,H8IL13069,"Biggert, Judy",152132,0.6381,1,Republican,1,1,0,0,238413,1852843.33,1236454.18,2
IL,2006,13,IL-13,H8IL13069,"Biggert, Judy ",119720,0.5833,1,Republican,1,1,0,1,205234,1220725.60,1014823.45,2
IL,2004,13,IL-13,H8IL13069,"Biggert, Judy",200472,0.6502,1,Republican,1,1,1,1,308312,584870.85,542738.60,2
MD,2004,4,MD-4,H4MD04105,"Dudley, Theresa Mitchell",11885,0.0454,0,Green,3,0,1,0,261860,820284.45,6084.00,3
NY,2004,7,NY-7,H4NY07052,"Cinquemain, Joseph",24548,0.1906,0,Other,4,0,1,0,128823,3560623.35,26337.28,2
NJ,2008,1,NJ-1,H8NJ01135,"Glading, Dale M.",74001,0.2595,0,Republican,1,0,1,0,285157,3528716.61,26034.00,2
IL,2008,14,IL-14,H8IL14067,"Foster, Bill",185404,0.5775,1,Democrat,0,1,1,1,321057,10132312.46,5047819.94,2
TX,2016,15,TX-15,H6TX15204,"Westley, Tim",66877,0.3768,0,Republican,1,0,1,0,177479,2322763.96,17069.56,2
PA,2006,7,PA-7,H6PA07105,"Sestak, Joe",147898,0.5636,1,Democrat,0,0,0,0,262434,6016334.50,3075721.92,2
IL,2014,11,IL-11,H8IL14067,"Foster, Bill ",93436,0.5346,1,Democrat,0,1,0,1,174772,2575757.45,1812623.24,2
IL,2016,11,IL-11,H8IL14067,"Foster, Bill",166578,0.6045,1,Democrat,0,1,1,1,275573,2513079.43,1761939.94,2
MI,2010,4,MI-4,H0MI04090,"Campbell, Jerry M.",68458,0.3051,0,Democrat,0,0,0,1,224354,2164294.58,15880.00,2
TX,2012,36,TX-36,H2TX22118,"Martin, Max",62143,0.2658,0,Democrat,0,0,1,1,233832,371412.87,2701.00,2
FL,2016,17,FL-17,H2FL14160,"Sawyer, John W., III",13353,0.0394,0,Other,4,0,1,0,338675,1075890.17,7800.00,3
IL,2008,18,IL-18,H8IL18043,"Schock, Aaron",182589,0.5888,1,Republican,1,0,1,0,310088,3179383.04,2562571.32,3
IL,2010,18,IL-18,H8IL18043,"Schock, Aaron",152868,0.6912,1,Republican,1,1,0,0,221170,1554187.44,1412047.81,3
IL,2012,18,IL-18,H8IL18043,"Schock, Aaron",244467,0.7416,1,Republican,1,1,1,0,329631,2170938.49,2170938.49,1
IL,2014,18,IL-18,H8IL18043,"Schock, Aaron ",184363,0.7472,1,Republican,1,1,0,0,246740,1559746.63,1534175.84,2
FL,2010,3,FL-3,H0FL03076,"Martin-Back, Terry",4625,0.0308,0,Other,4,0,0,0,150301,1165547.29,8444.00,3
AL,2006,3,AL-3,H6AL03140,"Pierce, Greg A.",63559,0.3845,0,Democrat,0,0,0,0,165301,1059394.68,7674.00,3
NJ,2004,2,NJ-2,H4NJ02108,"Robb, Timothy J.",86792,0.3270,0,Democrat,0,0,1,0,265442,878716.29,6325.00,2
TX,2008,26,TX-26,H8TX26058,"Leach, Ken",118167,0.3643,0,Democrat,0,0,1,1,324376,1028511.78,7401.00,2
IL,2010,12,IL-12,H8IL21021,"Costello, Jerry F.",121272,0.5983,1,Democrat,0,1,0,1,202705,1465284.79,1420273.79,3
IL,2008,12,IL-12,H8IL21021,"Costello, Jerry F.",212891,0.7140,1,Democrat,0,1,1,1,298181,842912.87,830948.87,2
IL,2006,12,IL-12,H8IL21021,"Costello, Jerry F.",157802,1.0000,1,Democrat,0,1,0,0,157809,757060.62,757060.62,1
IL,2004,12,IL-12,H8IL21021,"Costello, Jerry F.",198962,0.6946,1,Democrat,0,1,1,0,286435,637573.79,637573.79,1
IN,2008,1,IN-1,H8IN01096,"Leyva, Mark",76647,0.2718,0,Republican,1,0,1,0,282022,1692109.57,12024.00,2
OR,2014,3,OR-3,H4OR03101,"Buchal, James",57424,0.1961,0,Republican,1,0,0,0,292757,1185932.84,8377.55,2
CA,2006,36,CA-36,H6CA36141,"Smith, James R.",4592,0.0276,0,Other,4,0,0,0,166153,1204484.40,8436.00,3
MO,2006,3,MO-3,H6MO03291,"Bertelsen, David",70189,0.3170,0,Republican,1,0,0,1,221448,1193267.22,8300.00,2
OH,2016,10,OH-10,H4OH10167,"Klepinger, Robert ",109981,0.3267,0,Democrat,0,0,1,1,336602,1219783.33,8434.05,3
IN,2010,6,IN-6,H8IN02060,"Pence, Mike",126027,0.6657,1,Republican,1,1,0,0,189309,2661782.01,2654178.10,2
IN,2008,6,IN-6,H8IN02060,"Pence, Mike",180608,0.6395,1,Republican,1,1,1,0,282412,1600354.02,1575416.03,2
IN,2006,6,IN-6,H8IN02060,"Pence, Mike ",115266,0.6001,1,Republican,1,1,0,1,192078,1381854.22,1319509.16,2
IN,2004,6,IN-6,H8IN02060,"Pence, Mike",182529,0.6709,1,Republican,1,1,1,1,272049,1060309.38,1010233.86,2
MD,2014,5,MD-5,H4MD05169,"Chaffee, Chris",80752,0.3572,0,Republican,1,0,0,0,226040,3869752.96,26577.35,2
CA,2014,38,CA-38,H2CA38237,"Campos, Benjamin",40288,0.4091,0,Republican,1,0,0,0,98480,1034418.41,7079.75,2
PA,2012,4,PA-4,H2PA19109,"Koffenberger, Michael Bryant ",6210,0.0204,0,Libertarian,2,0,1,0,303980,622835.26,4254.00,3
NJ,2010,13,NJ-13,H0NJ13152,"Dwyer, Henrietta ",19538,0.2304,0,Republican,1,0,0,0,84796,713635.90,4873.00,2
IN,2008,7,IN-7,H8IN07184,"Carson, Andre D.",172650,0.6508,1,Democrat,0,1,1,1,265299,1639527.56,1600843.56,2
IN,2010,7,IN-7,H8IN07184,"Carson, Andre D.",86011,0.5890,1,Democrat,0,1,0,1,146039,1015308.85,787203.29,2
IN,2012,7,IN-7,H8IN07184,"Carson, Andre D. ",162122,0.6285,1,Democrat,0,1,1,1,257950,1129708.06,1027625.01,2
IN,2016,7,IN-7,H8IN07184,"Carson, André D.",158739,0.5998,1,Democrat,0,1,1,1,264670,1006779.23,983464.71,3
IN,2014,7,IN-7,H8IN07184,"Carson, André ",61443,0.5473,1,Democrat,0,1,0,1,112261,793838.25,782921.25,2
AL,2016,3,AL-3,H4AL03061,"Smith, Jesse",94549,0.3293,0,Democrat,0,0,1,1,287104,1078637.42,7348.00,2
WA,2012,9,WA-9,H8WA09047,"Postma, Jim",76105,0.2838,0,Republican,1,0,1,0,268139,930473.92,6313.41,2
CA,2016,14,CA-14,H6CA14114,"Cardenas, Angel",54817,0.1914,0,Other,4,0,1,0,286447,613147.16,4140.06,2
PA,2008,2,PA-2,H8PA02094,"Lang, Adam A. #",34466,0.1107,0,Republican,1,0,1,0,311336,704146.06,4730.51,2
IN,2008,9,IN-9,H8IN09032,"Hill, Baron P.",181281,0.5777,1,Democrat,0,1,1,1,313804,3266694.31,2185745.08,3
CA,2006,26,CA-26,H4CA26097,"Matthews, Cynthia Rodriguez",67878,0.3789,0,Democrat,0,0,0,0,179144,2557880.43,17183.79,2
IN,2006,9,IN-9,H8IN09032,"Hill, Baron P.",110454,0.5001,1,Democrat,0,0,0,0,220849,4635109.92,1888700.39,3
NV,2012,2,NV-2,H0NV02167,"Best, Russell",6051,0.0215,0,Other,4,0,1,0,281449,1138498.55,7617.00,2
OH,2006,2,OH-2,H2OH02077,"Condit, James J., Jr.",76,0.0003,0,Other,4,0,0,0,238081,3147930.76,21027.00,4
KS,2014,2,KS-2,H8KS02090,"Jenkins, Lynn",128742,0.5704,1,Republican,1,1,0,0,225686,3899512.33,3122371.57,2
KS,2008,2,KS-2,H8KS02090,"Jenkins, Lynn ",155532,0.5061,1,Republican,1,0,1,0,307308,3448364.91,1687634.94,2
KS,2010,2,KS-2,H8KS02090,"Jenkins, Lynn ",130034,0.6313,1,Republican,1,1,0,0,205975,1300983.27,1271364.27,2
KS,2016,2,KS-2,H8KS02090,"Jenkins, Lynn",181228,0.6094,1,Republican,1,1,1,0,297401,1530822.51,1530822.51,1
KS,2012,2,KS-2,H8KS02090,"Jenkins, Lynn",167463,0.5701,1,Republican,1,1,1,0,293718,1707447.58,1492090.28,2
KS,2004,3,KS-3,H8KS03049,"Moore, Dennis",184050,0.5482,1,Democrat,0,1,1,0,335739,3554127.63,2362892.17,2
KS,2008,3,KS-3,H8KS03049,"Moore, Dennis ",202541,0.5644,1,Democrat,0,1,1,1,358858,2983233.10,1868509.63,2
KS,2006,3,KS-3,H8KS03049,"Moore, Dennis ",153105,0.6461,1,Democrat,0,1,0,0,236980,2285543.51,1852084.17,2
OH,2008,15,OH-15,H8OH15092,"Eckhart, Don Elijah",12915,0.0425,0,Other,4,0,1,0,303838,5047336.77,33597.03,3
FL,2008,15,FL-15,H8FL15123,"Lowing, Trevor",3495,0.0097,0,Other,4,0,1,0,361871,1068430.40,7100.00,4
NY,2008,18,NY-18,H6NY18153,"Russell, Jim",73237,0.2869,0,Republican,1,0,1,0,255311,3018427.60,19906.00,2
TX,2014,10,TX-10,H2TX10113,"Walter-Cadien, Tawana",60243,0.3414,0,Democrat,0,0,0,1,176460,1610439.83,10500.62,2
CT,2016,1,CT-1,H2CT01189,"Corey, Matthew M.",105674,0.3377,0,Republican,1,0,1,0,312925,3251909.23,21169.79,2
WI,2010,1,WI-1,H0WI01096,"Heckenlively, John",79363,0.3010,0,Democrat,0,0,0,1,263627,1793322.34,11649.06,2
FL,2006,22,FL-22,H0FL12010,"Shaw, E. Clay ",100663,0.4713,0,Republican,1,1,0,1,213605,9418841.81,5226167.36,3
KY,2010,2,KY-2,H8KY02031,"Guthrie, S. Brett",155906,0.6789,1,Republican,1,1,0,0,229655,991816.94,983561.37,2
KY,2016,2,KY-2,H8KY02031,"Guthrie, S. Brett",251825,1.0000,1,Republican,1,1,1,0,251825,1318277.41,1318277.41,1
KY,2014,2,KY-2,H8KY02031,"Guthrie, S. Brett",156936,0.6919,1,Republican,1,1,0,0,226834,1438642.20,1292842.90,2
VT,2014,0,VT-0,H2VT00110,"Donka, Mark",59432,0.3103,0,Republican,1,0,0,0,191504,705340.31,4557.69,2
MI,2006,1,MI-1,H2MI01092,"Hooper, Don",72753,0.2799,0,Republican,1,0,0,1,259927,838501.77,5362.00,2
NY,2008,5,NY-5,H4NY05064,"Policarpio, Jun",3010,0.0190,0,Other,4,0,1,0,158778,3009899.81,19194.00,3
LA,2008,6,LA-6,H8LA00017,"Cassidy, William ""Bill""",150332,0.4812,1,Republican,1,0,1,0,312416,4456471.12,1252461.37,3
LA,2010,6,LA-6,H8LA00017,"Cassidy, William ""Bill""",138607,0.6563,1,Republican,1,1,0,0,211184,738170.53,738170.53,1
LA,2012,6,LA-6,H8LA00017,"Cassidy, William ""Bill""",243553,0.7941,1,Republican,1,1,1,0,306713,653527.92,653527.92,1
CA,2006,10,CA-10,H4CA10067,"Ketelson, Jeff",50,0.0003,0,Other,4,0,0,0,196978,843321.69,5372.00,3
LA,2010,2,LA-2,H8LA02054,"Richmond, Cedric",83705,0.6459,1,Democrat,0,0,0,1,129604,1151786.11,1134506.11,2
LA,2014,2,LA-2,H8LA02054,"Richmond, Cedric",152201,0.6869,1,Democrat,0,1,0,1,221570,1202328.32,1183989.32,3
LA,2016,2,LA-2,H8LA02054,"Richmond, Cedric",198289,0.6975,1,Democrat,0,1,1,1,284269,1220524.79,1175669.68,2
LA,2012,2,LA-2,H8LA02054,"Richmond, Cedric",158501,0.5516,1,Democrat,0,1,1,1,287354,948624.44,925311.02,5
LA,2008,2,LA-2,H8LA02112,"Cao, Anh ""Joseph""",33132,0.4954,1,Republican,1,0,1,0,66882,577751.00,234560.86,3
TN,2008,5,TN-5,H8TN05252,"Miglietta, John P. ",3196,0.0116,0,Other,4,0,1,0,275602,448796.99,2858.06,3
LA,2006,4,LA-4,H8LA04134,"McCrery, ""Jim""",77078,0.5740,1,Republican,1,1,0,1,134272,2333611.29,2246208.68,3
LA,2008,4,LA-4,H8LA04225,"Fleming, John",44501,0.4807,1,Republican,1,0,1,0,92572,3712504.96,1828700.25,3
LA,2010,4,LA-4,H8LA04225,"Fleming, John",105223,0.6234,1,Republican,1,1,0,0,168794,1277103.11,1271949.79,2
LA,2012,4,LA-4,H8LA04225,"Fleming, John",187894,0.7530,1,Republican,1,1,1,0,249531,1319610.19,1319610.19,1
LA,2014,4,LA-4,H8LA04225,"Fleming, John",152683,0.7343,1,Republican,1,1,0,0,207919,903077.86,903077.86,1
CA,2006,14,CA-14,H6CA14098,"Brouillet, Carol ",4633,0.0233,0,Green,3,0,0,0,198575,1075999.57,6809.00,2
MA,2010,9,MA-9,H6MA09131,"Dunkelbarger, Philip",12572,0.0547,0,Other,4,0,0,0,229964,1673824.45,10544.75,3
