State,Cycle,District,StateDistrict,FEC_ID,Cand_Name,Gen_Votes,Gen_Vote_Pct,Winner,PartyName,Party,Incumbent,PresYear,PartyInPres,TotDistVotes,TotDistDisb,TotDisb,CandinDist
LA,2004,7,LA-7,H4LA07045,"Mount, Willie Landry",69079,0.2522,0,Democrat,0,0,1,0,273932,4456975.56,1340889.61,4
FL,2014,7,FL-7,H2FL08055,"Mica, John  ",144474,0.6360,1,Republican,1,1,0,0,227164,797191.48,727555.78,3
AZ,2010,7,AZ-7,H0AZ07017,"McClung, Ruth",70385,0.4423,0,Republican,1,0,0,0,159144,2278229.97,684747.70,3
FL,2016,10,FL-10,H2FL08063,"Demings, Val",198491,0.6487,1,Democrat,0,0,1,1,305989,65123.28,14388.35,2
MO,2010,5,MO-5,H6MO05189,"Turk, Jacob",84578,0.4418,0,Republican,1,0,0,0,191423,868302.32,260727.32,2
FL,2004,9,FL-9,H2FL09012,"Bilirakis, Michael",284035,0.9991,1,Republican,1,1,1,1,284278,596394.05,596394.05,1
IL,2016,11,IL-11,H6IL11117,"Khouri, Tonia",108995,0.3955,0,Republican,1,0,1,0,275573,2513079.43,751139.49,2
ME,2010,2,ME-2,H0ME02059,"Levesque, Jason J.",119669,0.4487,0,Republican,1,0,0,0,266711,1774630.66,529782.73,2
AZ,2010,8,AZ-8,H0AZ08015,"Kelly, Jesse",134124,0.4730,0,Republican,1,0,0,0,283578,5541958.38,1653552.57,2
MN,2010,1,MN-1,H8MN01220,"Demmer, Randy",109242,0.4405,0,Republican,1,0,0,0,248005,3148198.80,939066.60,4
FL,2004,13,FL-13,H2FL13113,"Harris, Katherine",190477,0.5530,1,Republican,1,1,1,1,344438,4212778.95,3556982.25,2
NY,2012,18,NY-18,H0NY19139,"Hayworth, Nan",113386,0.4092,0,Republican,1,1,1,0,277063,11127160.50,3317572.05,2
IA,2006,4,IA-4,H6IA04126,"Spencer, Selden E.",90982,0.4277,0,Democrat,0,0,0,0,212730,1603700.08,478115.77,2
IL,2016,12,IL-12,H6IL12099,"Baricevic, Charles ""C.J."" ",124246,0.3969,0,Democrat,0,0,1,1,313002,3340910.41,995539.36,3
MN,2012,7,MN-7,H0MN07059,"Byberg, Lee",114151,0.3485,0,Republican,1,0,1,0,327576,2132349.14,635147.02,2
MA,2016,9,MA-9,H0MA10082,"Keating, William Richard ",211790,0.5575,1,Democrat,0,1,1,1,379895,769897.53,444154.18,4
FL,2014,22,FL-22,H2FL14053,"Frankel, Lois",125404,0.5803,1,Democrat,0,1,0,1,216096,1499666.06,1354369.48,2
FL,2016,21,FL-21,H2FL14053,"Frankel, Lois ",210606,0.6271,1,Democrat,0,1,1,1,335861,954595.39,904770.06,2
WV,2006,1,WV-1,H6WV01053,"Wakim, Chris",55963,0.3565,0,Republican,1,0,0,1,157000,2457374.80,729051.10,3
FL,2012,19,FL-19,H2FL14194,"Radel, Trey",189833,0.6199,1,Republican,1,0,1,0,306216,1032240.13,946371.36,2
PA,2004,13,PA-13,H8PA13075,"Brown, Melissa",127205,0.4128,0,Republican,1,0,1,1,308124,6500007.41,1927503.44,2
FL,2006,17,FL-17,H2FL17056,"Meek, Kendrick B.",90663,0.9997,1,Democrat,0,1,0,0,90686,976663.12,976663.12,1
FL,2004,17,FL-17,H2FL17056,"Meek, Kendrick B.",178690,0.9959,1,Democrat,0,1,1,0,179424,488716.85,488716.85,1
IL,2014,11,IL-11,H4IL11195,"Senger, Darlene",81335,0.4654,0,Republican,1,0,0,0,174772,2575757.45,763134.21,2
FL,2008,21,FL-21,H2FL19037,"Diaz-Balart, Lincoln",137226,0.5790,1,Republican,1,1,1,0,237002,5271595.18,3390483.60,2
FL,2006,21,FL-21,H2FL19037,"Diaz-Balart, Lincoln",66784,0.5947,1,Republican,1,1,0,1,112306,846775.13,830177.13,2
FL,2004,21,FL-21,H2FL19037,"Diaz-Balart, Lincoln",146507,0.7280,1,Republican,1,1,1,1,201243,464280.80,451561.80,2
CA,2010,20,CA-20,H0CA20098,"Vidak, Andy",43197,0.4830,0,Republican,1,0,0,0,89444,3021955.48,894969.44,2
AR,2014,1,AR-1,H4AR01051,"McPherson, Jackie",63555,0.3238,0,Democrat,0,0,0,1,196256,944855.59,279780.51,2
NE,2006,2,NE-2,H6NE02117,"Esch, Jim",82504,0.4534,0,Democrat,0,0,0,0,181979,1418595.00,420013.69,2
OK,2012,1,OK-1,H2OK01150,"Olson, John",91421,0.3204,0,Democrat,0,0,1,1,285312,1089713.31,322254.34,2
FL,2014,18,FL-18,H2FL22072,"Murphy, Patrick ",151478,0.5978,1,Democrat,0,1,0,1,253374,6423217.17,4924767.66,2
FL,2012,18,FL-18,H2FL22072,"Murphy, Patrick ",166257,0.5028,1,Democrat,0,0,1,1,330665,22951644.19,4480428.11,2
NM,2016,2,NM-2,H6NM02101,"Soules, Merrie Lee",85232,0.3725,0,Democrat,0,0,1,1,228817,1385638.94,409639.54,2
FL,2010,23,FL-23,H2FL23021,"Hastings, Alcee L.",100066,0.7912,1,Democrat,0,1,0,1,126480,885140.51,778998.09,2
FL,2008,23,FL-23,H2FL23021,"Hastings, Alcee L.",172835,0.8218,1,Democrat,0,1,1,1,210306,722942.69,671966.83,2
FL,2016,20,FL-20,H2FL23021,"Hastings, Alcee L.",222914,0.8031,1,Democrat,0,1,1,1,277560,843089.12,843089.12,1
FL,2014,20,FL-20,H2FL23021,"Hastings, Alcee L.",128498,0.8160,1,Democrat,0,1,0,1,157466,837603.47,811994.66,2
FL,2012,20,FL-20,H2FL23021,"Hastings, Alcee L.",214727,0.8790,1,Democrat,0,1,1,1,244285,716464.55,558061.51,2
MN,2004,6,MN-6,H0MN02035,"Kennedy, Mark",203669,0.5399,1,Republican,1,1,1,1,377224,4585574.07,2649758.06,2
FL,2006,25,FL-25,H2FL25018,"Diaz-Balart, Mario",60765,0.5847,1,Republican,1,1,0,1,103933,733106.89,697942.55,2
FL,2016,25,FL-25,H2FL25018,"Diaz-Balart, Mario ",157921,0.6236,1,Republican,1,1,1,0,253240,1567325.96,1529748.66,2
FL,2012,25,FL-25,H2FL25018,"Diaz-Balart, Mario ",151466,0.7565,1,Republican,1,1,1,0,200229,964284.88,769587.43,2
CT,2004,2,CT-2,H2CT02054,"Sullivan, Jim",140536,0.4577,0,Democrat,0,0,1,0,307078,3578277.04,1056949.55,3
CA,2014,36,CA-36,H4CA36120,"Nestande, Brian",61457,0.4582,0,Republican,1,0,0,0,134139,4379736.43,1292192.98,2
GA,2006,1,GA-1,H2GA01157,"Kingston, Jack ",94961,0.6850,1,Republican,1,1,0,1,138629,1355303.13,1237552.33,2
GA,2008,1,GA-1,H2GA01157,"Kingston, Jack",165890,0.6653,1,Republican,1,1,1,0,249334,1009543.52,873389.48,2
GA,2004,1,GA-1,H2GA01157,"Kingston, Jack",188347,1.0000,1,Republican,1,1,1,1,188347,783352.57,783352.57,1
GA,2010,1,GA-1,H2GA01157,"Kingston, Jack",117270,0.7163,1,Republican,1,1,0,0,163719,759470.02,759470.02,1
GA,2012,1,GA-1,H2GA01157,"Kingston, Jack ",157181,0.6298,1,Republican,1,1,1,0,249580,1322116.47,1208213.63,2
PA,2008,11,PA-11,H2PA11098,"Barletta, Lou",137151,0.4837,0,Republican,1,0,1,0,283530,4468984.01,1315972.97,2
GA,2010,2,GA-2,H2GA02031,"Bishop, Sanford",86520,0.5144,1,Democrat,0,1,0,1,168193,2931240.18,1776499.87,2
GA,2008,2,GA-2,H2GA02031,"Bishop, Sanford",158435,0.6895,1,Democrat,0,1,1,1,229786,1035089.41,1034544.41,2
GA,2004,2,GA-2,H2GA02031,"Bishop, Sanford",129984,0.6679,1,Democrat,0,1,1,0,194629,791148.80,761281.18,2
GA,2006,2,GA-2,H2GA02031,"Bishop, Sanford ",88662,0.6787,1,Democrat,0,1,0,0,130629,772406.08,745261.11,2
GA,2012,2,GA-2,H2GA02031,"Bishop, Sanford",162751,0.6378,1,Democrat,0,1,1,1,255161,1469826.44,1301603.64,2
GA,2014,2,GA-2,H2GA02031,"Bishop, Sanford D.",96363,0.5915,1,Democrat,0,1,0,1,162900,1108972.71,1091589.10,2
GA,2016,2,GA-2,H2GA02031,"Bishop, Sanford",148543,0.6123,1,Democrat,0,1,1,1,242599,1103864.48,1058907.10,2
NY,2014,19,NY-19,H4NY19115,"Eldridge, Sean S.",60533,0.2965,0,Democrat,0,0,0,1,204173,21678882.78,6367880.10,2
OH,2004,9,OH-9,H4OH09060,"Kaczala, Larry A.",95983,0.3187,0,Republican,1,0,1,1,301132,871409.13,255897.59,2
WI,2006,5,WI-5,H4WI05057,"Kennedy, Bryan ",112451,0.3568,0,Democrat,0,0,0,0,315180,1204416.47,353171.75,3
FL,2008,18,FL-18,H8FL00034,"Taddeo, Annette",102372,0.4213,0,Democrat,0,0,1,1,242989,4015988.30,1177006.26,2
MA,2010,6,MA-6,H0MA06072,"Hudak, Bill",107930,0.4299,0,Republican,1,0,0,0,251081,2822707.93,826438.96,2
OH,2014,14,OH-14,H4OH14102,"Wager, Michael ",70856,0.3302,0,Democrat,0,0,0,1,214580,3706109.22,1082191.07,2
AZ,2014,1,AZ-1,H0AZ01325,"Tobin, Andy",87723,0.4739,0,Republican,1,0,0,0,185114,4718112.77,1377528.21,2
WI,2004,5,WI-5,H4WI05057,"Kennedy, Bryan",129384,0.3177,0,Democrat,0,0,1,0,407291,923725.07,267817.77,2
FL,2012,16,FL-16,H2FL13188,"Fitzgerald, Keith ",161929,0.4639,0,Democrat,0,0,1,1,349076,5009287.91,1447610.84,2
MI,2010,15,MI-15,H0MI15062,"Steele, Rob",83488,0.4008,0,Republican,1,0,0,0,208309,3923865.84,1133250.20,2
GA,2006,9,GA-9,H2GA09036,"Deal, Nathan ",128685,0.7663,1,Republican,1,1,0,1,167926,975587.99,959850.99,2
GA,2008,9,GA-9,H2GA09036,"Deal, Nathan",217493,0.7551,1,Republican,1,1,1,0,288030,922586.62,898878.62,2
GA,2004,10,GA-10,H2GA09036,"Deal, Nathan",219136,1.0000,1,Republican,1,1,1,1,219136,372292.25,372292.25,1
GA,2016,9,GA-9,H2GA09150,"Collins, Doug ",256535,1.0000,1,Republican,1,1,1,0,256535,1333814.00,1333814.00,1
GA,2012,9,GA-9,H2GA09150,"Collins, Doug",192101,0.7618,1,Republican,1,0,1,0,252153,749944.21,674338.52,2
GA,2014,9,GA-9,H2GA09150,"Collins, Douglas Allen ""Doug""",146059,0.8067,1,Republican,1,1,0,0,181047,692422.78,664454.62,2
CO,2008,5,CO-5,H8CO05106,"Bidlack, Hal",113027,0.3704,0,Democrat,0,0,1,1,305145,834297.61,240802.36,2
GA,2004,4,GA-4,H2GA11016,"McKinney, Cynthia",157461,0.6376,1,Democrat,0,0,1,0,246970,609563.52,569682.74,2
MN,2008,1,MN-1,H8MN01238,"Davis, Brian J.",109453,0.3293,0,Republican,1,0,1,0,332400,3801673.09,1094283.09,2
GA,2004,11,GA-11,H2GA11149,"Gingrey, Phil",120696,0.5740,1,Republican,1,1,1,1,210287,2534950.22,2254639.19,2
GA,2008,11,GA-11,H2GA11149,"Gingrey, Phil",204082,0.6819,1,Republican,1,1,1,0,299302,1242892.07,1242892.07,1
GA,2006,11,GA-11,H2GA11149,"Gingrey, Phil ",118524,0.7106,1,Republican,1,1,0,1,166788,1014644.92,1011326.92,2
GA,2010,11,GA-11,H2GA11149,"Gingrey, Phil",163515,1.0000,1,Republican,1,1,0,0,163515,953037.52,953037.52,1
GA,2012,11,GA-11,H2GA11149,"Gingrey, Phil",196968,0.6855,1,Republican,1,1,1,0,287351,1147264.35,1140885.35,2
CO,2006,3,CO-3,H6CO03139,"Tipton, Scott",86930,0.3655,0,Republican,1,0,0,1,237858,2854749.59,819320.54,3
MN,2010,6,MN-6,H0MN06127,"Clark, Tarryl",120846,0.3979,0,Democrat,0,0,0,1,303691,16361347.52,4692865.08,4
PA,2016,11,PA-11,H6PA11073,"Marsicano, Mike",113800,0.3631,0,Democrat,0,0,1,1,313446,1445690.55,413748.07,2
WI,2010,3,WI-3,H0WI03068,"Kapanke, Dan",116838,0.4649,0,Republican,1,0,0,0,251340,3606536.61,1029165.99,2
GA,2014,12,GA-12,H2GA12121,"Allen, Richard ""Rick""",91336,0.5475,1,Republican,1,0,0,0,166814,6619330.72,3083059.59,2
GA,2016,12,GA-12,H2GA12121,"Allen, Rick ",159492,0.6160,1,Republican,1,1,1,0,258912,1108765.93,1098325.93,2
GA,2008,13,GA-13,H2GA13012,"Scott, David",205919,0.6904,1,Democrat,0,1,1,1,298239,6638118.14,1433440.70,2
CA,2014,17,CA-17,H4CA12055,"Khanna, Ro",64847,0.4825,0,Democrat,0,0,0,1,134408,7875080.05,4427100.78,2
GA,2004,13,GA-13,H2GA13012,"Scott, David",170657,1.0000,1,Democrat,0,1,1,0,170657,980338.70,980338.70,1
GA,2010,13,GA-13,H2GA13012,"Scott, David",140294,0.6943,1,Democrat,0,1,0,1,202065,954957.62,811743.97,2
GA,2014,13,GA-13,H2GA13012,"Scott, David Albert",159445,1.0000,1,Democrat,0,1,0,1,159445,1157434.33,1157434.33,1
GA,2016,13,GA-13,H2GA13012,"Scott, David ",252833,1.0000,1,Democrat,0,1,1,1,252833,938788.30,938788.30,1
GA,2012,13,GA-13,H2GA13012,"Scott, David",201988,0.7174,1,Democrat,0,1,1,1,281538,845674.93,845674.93,1
GA,2008,6,GA-6,H8GA06161,"Jones, Bill",106551,0.3152,0,Democrat,0,0,1,1,338071,2248608.00,640886.52,2
HI,2010,1,HI-1,H2HI02110,"Hanabusa, Colleen ",94140,0.5323,1,Democrat,0,0,0,1,176863,4961043.68,2384717.56,2
HI,2012,1,HI-1,H2HI02110,"Hanabusa, Colleen W.",116505,0.5461,1,Democrat,0,1,1,1,213329,2374386.04,1448162.67,2
HI,2004,2,HI-2,H2HI02128,"Case, Ed ",133317,0.6277,1,Democrat,0,1,1,0,212389,1268993.72,784829.47,2
HI,2012,2,HI-2,H2HI02508,"Gabbard, Tulsi",168503,0.8054,1,Democrat,0,0,1,1,209210,1516206.61,1516206.61,1
HI,2016,2,HI-2,H2HI02508,"Gabbard, Tulsi",170848,0.8116,1,Democrat,0,1,1,1,210516,1295662.48,1295662.48,1
HI,2014,2,HI-2,H2HI02508,"Gabbard, Tulsi",142010,0.7875,1,Democrat,0,1,0,1,180333,905585.06,905585.06,1
TX,2004,25,TX-25,H4TX25158,"Klein, Rebecca Armendariz ",49252,0.3074,0,Republican,1,0,1,1,160217,2828015.33,804163.16,2
VA,2004,9,VA-9,H4VA09032,"Triplett, Kevin R.",98499,0.3894,0,Republican,1,0,1,1,252947,2274706.11,646674.99,2
IA,2016,1,IA-1,H2IA01055,"Blum, Rod",206903,0.5374,1,Republican,1,1,1,0,384977,5349123.01,2403972.06,2
IA,2014,1,IA-1,H2IA01055,"Blum, Rod",147762,0.5107,1,Republican,1,0,0,0,289306,2452782.10,1035951.96,2
NH,2016,1,NH-1,H0NH01217,"Guinta, Frank",157176,0.4295,0,Republican,1,0,1,0,365984,5441677.32,1545515.37,4
CA,2016,20,CA-20,H6CA20145,"Lucius, Casey ",74811,0.2925,0,Republican,1,0,1,0,255791,1475457.59,418826.39,2
WY,2004,0,WY-0,H4WY01038,"Ladd, Ted",99989,0.4183,0,Democrat,0,0,1,0,239034,1318350.34,373437.89,2
FL,2006,13,FL-13,H4FL13069,"Jennings, Christine",118940,0.4992,0,Democrat,0,0,0,0,238249,11314382.35,3201624.46,2
CA,2016,17,CA-17,H4CA12055,"Khanna, Ro",142268,0.6101,1,Democrat,0,0,1,1,233192,6663749.97,3679115.60,2
IA,2010,5,IA-5,H2IA05072,"King, Steve  ",128363,0.6575,1,Republican,1,1,0,0,195239,1294109.06,1013945.28,2
IA,2008,5,IA-5,H2IA05072,"King, Steve",159430,0.5980,1,Republican,1,1,1,0,266617,1163331.12,873234.78,2
IA,2006,5,IA-5,H2IA05072,"King, Steve",105580,0.5850,1,Republican,1,1,0,1,180464,843122.95,620074.74,3
IA,2004,5,IA-5,H2IA05072,"King, Steve",168583,0.6330,1,Republican,1,1,1,1,266341,613156.12,553178.21,2
IA,2014,4,IA-4,H2IA05072,"King, Steve ",169834,0.6162,1,Republican,1,1,0,0,275633,4151017.88,1983500.69,2
IA,2016,4,IA-4,H2IA05072,"King, Steve",226719,0.6123,1,Republican,1,1,1,0,370259,1106865.31,957450.00,2
IN,2016,9,IN-9,H2IN09167,"Yoder, Shelli ",130627,0.4046,0,Democrat,0,0,1,1,322843,5021583.84,1419849.79,2
VA,2004,3,VA-3,H4VA03035,"Sears, Winsome E.",70194,0.3053,0,Republican,1,0,1,1,229892,731275.54,205814.75,2
OH,2008,14,OH-14,H8OH14087,"O'Neill, Bill",125214,0.3874,0,Democrat,0,0,1,1,323213,1981031.31,555892.23,2
IL,2006,1,IL-1,H2IL01042,"Rush, Bobby L.",146623,0.8406,1,Democrat,0,1,0,0,174427,684697.97,684697.97,1
IL,2010,1,IL-1,H2IL01042,"Rush, Bobby L.",148170,0.8036,1,Democrat,0,1,0,1,184386,555187.54,555187.54,1
NV,2016,4,NV-4,H2NV00050,"Kihuen, Ruben",128985,0.4852,1,Democrat,0,0,1,1,265846,4169740.96,2238399.73,2
IL,2004,1,IL-1,H2IL01042,"Rush, Bobby L.",212109,0.8486,1,Democrat,0,1,1,0,249949,361038.61,361038.61,1
IL,2016,1,IL-1,H2IL01042,"Rush, Bobby L.",234037,0.7409,1,Democrat,0,1,1,1,315862,641841.50,621691.50,2
IL,2012,1,IL-1,H2IL01042,"Rush, Bobby L.",236854,0.7382,1,Democrat,0,1,1,1,320844,576198.93,476407.10,2
IL,2014,1,IL-1,H2IL01042,"Rush, Bobby L.",162268,0.7309,1,Democrat,0,1,0,1,222017,344604.21,344604.21,1
IA,2008,4,IA-4,H8IA04056,"Greenwald, Becky",120746,0.3941,0,Democrat,0,0,1,1,306401,2261675.91,634016.50,2
LA,2008,7,LA-7,H8LA07046,"Cravins, Donald ""Don,"" Jr.",98280,0.3433,0,Democrat,0,0,1,1,286299,2229895.99,623428.91,2
IL,2016,2,IL-2,H2IL02172,"Kelly, Robin",235051,0.7981,1,Democrat,0,1,1,1,294522,838787.75,838787.75,1
TX,2014,35,TX-35,H2TX35029,"Narvaiz, Susan",32040,0.3330,0,Republican,1,0,0,0,96225,874940.37,243950.43,2
KY,2014,6,KY-6,H4KY06130,"Jensen, Elisabeth",98290,0.4001,0,Democrat,0,0,0,1,245694,3182401.50,886670.39,2
SD,2008,0,SD-0,H8SD00016,"Lien, Chris",122966,0.3244,0,Republican,1,0,1,0,379007,2178522.47,606780.84,2
IL,2008,5,IL-5,H2IL05092,"Emanuel, Rahm",170728,0.7394,1,Democrat,0,1,1,1,230892,2105113.71,2105113.71,1
IL,2006,5,IL-5,H2IL05092,"Emanuel, Rahm",114319,0.7799,1,Democrat,0,1,0,0,146581,1411505.06,1380463.77,2
IL,2004,5,IL-5,H2IL05092,"Emanuel, Rahm",158400,0.7618,1,Democrat,0,1,1,0,207930,689469.77,689469.77,1
CA,2014,26,CA-26,H4CA26147,"Gorell, Jeff",82653,0.4867,0,Republican,1,0,0,0,169829,4662945.22,1298190.88,2
IL,2012,8,IL-8,H0IL08090,"Walsh, Joe",101860,0.4526,0,Republican,1,1,1,0,225066,7217106.12,2008414.74,2
AZ,2014,9,AZ-9,H2AZ09035,"Rogers, Wendy",67841,0.4186,0,Republican,1,0,0,0,162062,4792392.04,1328058.64,2
IL,2010,4,IL-4,H2IL08039,"Gutierrez, Luis V.",63273,0.7736,1,Democrat,0,1,0,1,81792,378841.58,378841.58,1
IL,2006,4,IL-4,H2IL08039,"Gutierrez, Luis V.",69910,0.8584,1,Democrat,0,1,0,0,81442,315784.79,315784.79,1
IL,2004,4,IL-4,H2IL08039,"Gutierrez, Luis V.",104761,0.8371,1,Democrat,0,1,1,0,125142,233092.38,233092.38,1
IL,2008,4,IL-4,H2IL08039,"Gutierrez, Luis V.",112529,0.8060,1,Democrat,0,1,1,1,139606,188442.89,188442.89,1
IL,2016,4,IL-4,H2IL08039,"Gutierrez, Luis V.",171297,1.0000,1,Democrat,0,1,1,1,171297,560492.30,560492.30,1
IL,2014,4,IL-4,H2IL08039,"Gutierrez, Luis V.",79666,0.7815,1,Democrat,0,1,0,1,101944,408968.09,408968.09,2
IL,2012,4,IL-4,H2IL08039,"Gutierrez, Luis V.",133226,0.8300,1,Democrat,0,1,1,1,160509,398039.64,383848.64,2
IL,2006,8,IL-8,H2IL08088,"Bean, Melissa ",93355,0.5090,1,Democrat,0,1,0,0,183394,9486011.50,4299595.11,3
IL,2008,8,IL-8,H2IL08088,"Bean, Melissa",179444,0.6072,1,Democrat,0,1,1,1,295525,3976583.88,2986006.91,2
ME,2010,1,ME-1,H8ME01179,"Scontras, Dean Peter",128501,0.4317,0,Republican,1,0,0,0,297657,1784555.95,494033.62,2
IL,2004,8,IL-8,H2IL08088,"Bean, Melissa",139792,0.5170,1,Democrat,0,0,1,0,270393,3204913.71,1586834.99,2
MN,2006,8,MN-8,H6MN08112,"Grams, Rod",97683,0.3439,0,Republican,1,0,0,1,284016,1973652.14,546124.59,3
IL,2016,10,IL-10,H2IL10068,"Schneider, Brad",150435,0.5260,1,Democrat,0,0,1,1,285996,10707838.94,5057592.74,2
NY,2010,20,NY-20,H0NY20079,"Murphy, Scott",91577,0.3858,0,Democrat,0,1,0,1,237352,20183672.94,5571745.22,2
IL,2012,10,IL-10,H2IL10068,"Schneider, Brad",133890,0.5063,1,Democrat,0,0,1,1,264454,7573454.19,3029605.21,2
NY,2010,1,NY-1,H0NY01129,"Altschuler, Randolph",78300,0.3992,0,Republican,1,0,0,0,196164,20717831.64,5713404.51,2
NJ,2004,5,NJ-5,H4NJ05077,"Wolfe, Dorothea Anne",122259,0.4111,0,Democrat,0,0,1,0,297425,1750724.94,482428.67,2
IL,2012,12,IL-12,H2IL12122,"Enyart, William L. #",157000,0.5165,1,Democrat,0,0,1,1,303949,2536603.49,1167686.09,4
CA,2016,10,CA-10,H4CA10075,"Eggman, Michael  ",116470,0.4830,0,Democrat,0,0,1,1,241141,5770037.97,1586983.34,2
CO,2004,7,CO-7,H2CO07048,"Thomas, Dave",106026,0.4279,0,Democrat,0,0,1,0,247764,4096485.03,1125681.98,2
IL,2014,13,IL-13,H2IL13120,"Davis, Rodney",123337,0.5866,1,Republican,1,1,0,0,210272,5319367.85,3382440.78,2
IL,2016,13,IL-13,H2IL13120,"Davis, Rodney",187583,0.5966,1,Republican,1,1,1,0,314394,2388094.43,2364757.42,2
OH,2008,15,OH-15,H6OH15104,"Kilroy, Mary Jo",139584,0.4594,1,Democrat,0,0,1,1,303838,5047336.77,2611126.33,3
VA,2012,11,VA-11,H2VA11149,"Perkins, Chris S. ",117902,0.3549,0,Republican,1,0,1,0,332243,1936943.37,531423.60,4
NY,2006,19,NY-19,H4NY19073,"Kelly, Sue W. ",79545,0.4069,0,Republican,1,1,0,1,195478,9187375.44,2519168.98,2
VA,2014,07 - FULL TERM,VA-07 - FULL TERM,H4VA07150,"Trammell, John K. ""Jack""",89914,0.3695,0,Democrat,0,0,0,1,243351,1949822.73,534105.66,3
UT,2016,4,UT-4,H4UT04011,"Owens, Doug",113413,0.4131,0,Democrat,0,0,1,1,274569,7679239.93,2103032.24,2
MN,2008,2,MN-2,H8MN02046,"Sarvi, Steve",164093,0.4255,0,Democrat,0,0,1,1,385656,2044446.04,559477.25,2
CA,2004,24,CA-24,H4CA24118,"Wagner, Brett",96397,0.3390,0,Democrat,0,0,1,0,284378,758503.09,207438.24,2
IL,2014,17,IL-17,H2IL17071,"Bustos, Cheri ",110560,0.5546,1,Democrat,0,1,0,1,199361,4238781.28,3089767.62,3
IL,2012,17,IL-17,H2IL17071,"Bustos, Cheri",153519,0.5328,1,Democrat,0,0,1,1,288161,4764403.65,2187282.79,3
IL,2016,17,IL-17,H2IL17071,"Bustos, Cheri ",173125,0.6031,1,Democrat,0,1,1,1,287068,2183498.35,2183498.35,1
CA,2008,52,CA-52,H8CA52078,"Lumpkin, Mike",111051,0.3895,0,Democrat,0,0,1,1,285138,1762828.28,482068.27,2
IL,2004,17,IL-17,H2IL19010,"Evans, Lane A.",172320,0.6068,1,Democrat,0,1,1,0,284000,1022708.96,752450.01,2
IL,2010,19,IL-19,H2IL20042,"Shimkus, John M.",166166,0.7122,1,Republican,1,1,0,0,233298,1870516.05,1852867.05,2
IL,2008,19,IL-19,H2IL20042,"Shimkus, John M.",203434,0.6446,1,Republican,1,1,1,0,315589,1277104.89,1209097.87,2
IL,2006,19,IL-19,H2IL20042,"Shimkus, John M.",143491,0.6071,1,Republican,1,1,0,1,236352,995091.71,826248.36,2
IL,2004,19,IL-19,H2IL20042,"Shimkus, John M.",213451,0.6936,1,Republican,1,1,1,1,307754,583017.64,544788.64,2
IL,2016,15,IL-15,H2IL20042,"Shimkus, John M.",274554,1.0000,1,Republican,1,1,1,0,274554,3398401.99,3398401.99,1
IL,2012,15,IL-15,H2IL20042,"Shimkus, John M.",205775,0.6861,1,Republican,1,1,1,0,299937,2395287.07,2384832.07,2
IL,2014,15,IL-15,H2IL20042,"Shimkus, John M.",166274,0.7492,1,Republican,1,1,0,0,221926,1840406.09,1816163.09,2
TX,2006,14,TX-14,H6TX14090,"Sklar, Shane ",62429,0.3981,0,Democrat,0,0,0,0,156809,2022295.90,552802.63,2
CT,2012,4,CT-4,H2CT04068,"Obsitnik, Stephen",117503,0.4004,0,Republican,1,0,1,0,293432,6300095.12,1720107.00,2
OH,2006,3,OH-3,H6OH03159,"Chema, Richard",90650,0.4146,0,Democrat,0,0,0,0,218628,1529690.69,417579.78,2
IN,2004,2,IN-2,H2IN03111,"Chocola, Chris",140496,0.5417,1,Republican,1,1,1,1,259355,2188843.79,1480553.23,2
CA,2014,53,CA-53,H4CA53059,"Wilske, Larry A.",60940,0.4116,0,Republican,1,0,0,0,148044,744053.02,202898.09,2
TX,2006,10,TX-10,H6TX10098,"Badnarik, Michael",7614,0.0431,0,Libertarian,2,0,0,0,176755,1617160.17,440541.15,3
IA,2012,4,IA-4,H2IA05072,"King, Steve",200063,0.5294,1,Republican,1,1,1,0,377883,7171712.36,3815764.55,2
IN,2006,4,IN-4,H2IN05025,"Buyer, Steve",111057,0.6238,1,Republican,1,1,0,1,178043,670223.53,536987.67,2
IN,2004,4,IN-4,H2IN05025,"Buyer, Steve",190445,0.6947,1,Republican,1,1,1,1,274136,524313.61,509524.49,2
WI,2010,5,WI-5,H0WI05105,"Kolosso, Todd P.",90634,0.2736,0,Democrat,0,0,0,1,331258,647228.78,175545.00,2
IN,2012,5,IN-5,H2IN05082,"Brooks, Susan ",194570,0.5837,1,Republican,1,0,1,0,333359,1672282.57,1265518.73,3
IN,2016,5,IN-5,H2IN05082,"Brooks, Susan W.  #",221957,0.6146,1,Republican,1,1,1,0,361135,1388600.94,1233226.07,3
IN,2014,5,IN-5,H2IN05082,"Brooks, Susan ",105277,0.6521,1,Republican,1,1,0,0,161440,1029902.73,1018237.30,3
NY,2016,22,NY-22,H6NY22148,"Babinec, Martin (Opportunity to Ballot)",24595,0.0883,0,Other,4,0,1,0,278531,11129997.64,3015593.95,3
IN,2008,5,IN-5,H2IN06023,"Burton, Dan",234705,0.6555,1,Republican,1,1,1,0,358062,1828925.74,1810301.74,2
IN,2010,5,IN-5,H2IN06023,"Burton, Dan",146899,0.6214,1,Republican,1,1,0,0,236407,1270801.86,1255406.86,2
IN,2006,5,IN-5,H2IN06023,"Burton, Dan",133118,0.6496,1,Republican,1,1,0,1,204929,781680.88,781680.88,1
IN,2004,5,IN-5,H2IN06023,"Burton, Dan",228718,0.7184,1,Republican,1,1,1,1,318363,787769.22,777540.22,2
